Middle layer Super Output Areas Code,Middle layer Super Output Areas,Distance travelled to work (11 categories),Observation
E02000788,Richmond upon Thames 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",341
E02000789,Richmond upon Thames 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",204
E02000790,Richmond upon Thames 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",212
E02000791,Richmond upon Thames 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",190
E02000792,Richmond upon Thames 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",274
E02000793,Richmond upon Thames 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",546
E02000794,Richmond upon Thames 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",304
E02000795,Richmond upon Thames 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",238
E02000796,Richmond upon Thames 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",770
E02000797,Richmond upon Thames 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",325
E02000798,Richmond upon Thames 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",616
E02000799,Richmond upon Thames 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",234
E02000800,Richmond upon Thames 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",314
E02000801,Richmond upon Thames 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",278
E02000802,Richmond upon Thames 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",340
E02000803,Richmond upon Thames 020,"Works mainly at an offshore installation, in no fixed place, or outside the UK",577
E02000804,Richmond upon Thames 021,"Works mainly at an offshore installation, in no fixed place, or outside the UK",294
E02000805,Richmond upon Thames 022,"Works mainly at an offshore installation, in no fixed place, or outside the UK",404
E02000806,Richmond upon Thames 023,"Works mainly at an offshore installation, in no fixed place, or outside the UK",486
E02000807,Southwark 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",415
E02000808,Southwark 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",408
E02000810,Southwark 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",694
E02000812,Southwark 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",538
E02000813,Southwark 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",614
E02000814,Southwark 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",559
E02000815,Southwark 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",319
E02000816,Southwark 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",654
E02000817,Southwark 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",471
E02000818,Southwark 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",573
E02000819,Southwark 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",544
E02000820,Southwark 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",513
E02000821,Southwark 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",833
E02000822,Southwark 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",467
E02000823,Southwark 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",600
E02000824,Southwark 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",725
E02000825,Southwark 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",693
E02000826,Southwark 020,"Works mainly at an offshore installation, in no fixed place, or outside the UK",613
E02000827,Southwark 021,"Works mainly at an offshore installation, in no fixed place, or outside the UK",730
E02000828,Southwark 022,"Works mainly at an offshore installation, in no fixed place, or outside the UK",668
E02000829,Southwark 023,"Works mainly at an offshore installation, in no fixed place, or outside the UK",654
E02000830,Southwark 024,"Works mainly at an offshore installation, in no fixed place, or outside the UK",450
E02000831,Southwark 025,"Works mainly at an offshore installation, in no fixed place, or outside the UK",501
E02000832,Southwark 026,"Works mainly at an offshore installation, in no fixed place, or outside the UK",607
E02000833,Southwark 027,"Works mainly at an offshore installation, in no fixed place, or outside the UK",430
E02000834,Southwark 028,"Works mainly at an offshore installation, in no fixed place, or outside the UK",372
E02000835,Southwark 029,"Works mainly at an offshore installation, in no fixed place, or outside the UK",386
E02000836,Southwark 030,"Works mainly at an offshore installation, in no fixed place, or outside the UK",353
E02000837,Southwark 031,"Works mainly at an offshore installation, in no fixed place, or outside the UK",234
E02000838,Southwark 032,"Works mainly at an offshore installation, in no fixed place, or outside the UK",462
E02000839,Southwark 033,"Works mainly at an offshore installation, in no fixed place, or outside the UK",475
E02000840,Sutton 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",847
E02000841,Sutton 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",887
E02000842,Sutton 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",790
E02000843,Sutton 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",800
E02000844,Sutton 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",890
E02000845,Sutton 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",745
E02000846,Sutton 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",617
E02000847,Sutton 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",794
E02000848,Sutton 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",738
E02000849,Sutton 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",638
E02000850,Sutton 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",899
E02000851,Sutton 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",953
E02000852,Sutton 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",658
E02000853,Sutton 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",720
E02000854,Sutton 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",519
E02000855,Sutton 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",539
E02000856,Sutton 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",685
E02000857,Sutton 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",669
E02000858,Sutton 019,"Works mainly at an offshore installation, in no fixed place, or outside the UK",672
E02000859,Sutton 020,"Works mainly at an offshore installation, in no fixed place, or outside the UK",570
E02000860,Sutton 021,"Works mainly at an offshore installation, in no fixed place, or outside the UK",743
E02000861,Sutton 022,"Works mainly at an offshore installation, in no fixed place, or outside the UK",417
E02000863,Sutton 024,"Works mainly at an offshore installation, in no fixed place, or outside the UK",463
E02000864,Tower Hamlets 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",632
E02000865,Tower Hamlets 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",423
E02000866,Tower Hamlets 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",556
E02000867,Tower Hamlets 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",570
E02000868,Tower Hamlets 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",422
E02000869,Tower Hamlets 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",337
E02000870,Tower Hamlets 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",367
E02000871,Tower Hamlets 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",644
E02000872,Tower Hamlets 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",452
